Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Transmission_Type,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),CO2 Emissions(g/km)
CHEVROLET,EXPRESS 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,Automatic,ETHANOL,23.9,18.5,21.5,344
CHEVROLET,EXPRESS 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,Automatic,REGULAR GASOLINE,18.3,14.2,16.5,380
CHEVROLET,EXPRESS 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,Automatic,ETHANOL,25.3,19.3,22.6,362
CHEVROLET,EXPRESS 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,Automatic,REGULAR GASOLINE,18.6,13.9,16.5,380
CHEVROLET,EXPRESS 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,Automatic,ETHANOL,23.9,18.5,21.5,344
CHEVROLET,EXPRESS 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,Automatic,REGULAR GASOLINE,18.3,14.2,16.5,380
CHEVROLET,EXPRESS 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,Automatic,ETHANOL,25.3,19.3,22.6,362
CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,4.8,8,A6,Automatic,REGULAR GASOLINE,21.1,14.2,18.0,414
CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,Automatic,REGULAR GASOLINE,21.9,15.0,18.8,432
CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,Automatic,ETHANOL,30.0,20.4,25.7,411
CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,4.8,8,A6,Automatic,REGULAR GASOLINE,21.3,14.3,18.2,419
CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,Automatic,REGULAR GASOLINE,22.1,15.0,18.9,435
CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,Automatic,ETHANOL,30.2,20.5,25.8,413
CHEVROLET,IMPALA,FULL-SIZE,2.5,4,AS6,Automatic,REGULAR GASOLINE,11.3,7.5,9.6,221
CHEVROLET,IMPALA,FULL-SIZE,3.6,6,AS6,Automatic,REGULAR GASOLINE,12.6,8.2,10.6,244
CHEVROLET,IMPALA,FULL-SIZE,3.6,6,AS6,Automatic,ETHANOL,16.7,11.3,14.3,229
CHEVROLET,IMPALA ECO,FULL-SIZE,2.4,4,AS6,Automatic,REGULAR GASOLINE,10.0,7.0,8.7,200
CHEVROLET,MALIBU,MID-SIZE,2.0,4,AS6,Automatic,PREMIUM GASOLINE,11.5,7.9,9.9,228
CHEVROLET,MALIBU,MID-SIZE,2.5,4,AS6,Automatic,REGULAR GASOLINE,9.3,6.4,8.0,184
CHEVROLET,ORLANDO,SUV - SMALL,2.4,4,AS6,Automatic,REGULAR GASOLINE,12.2,8.6,10.6,244
CHEVROLET,ORLANDO,SUV - SMALL,2.4,4,M6,Manual,REGULAR GASOLINE,11.8,8.3,10.2,235
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A6,Automatic,REGULAR GASOLINE,13.4,9.9,11.8,271
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A6,Automatic,ETHANOL,18.9,14.2,16.8,269
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,14.6,10.3,12.7,292
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,Automatic,ETHANOL,19.5,13.7,16.9,270
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A6,Automatic,PREMIUM GASOLINE,16.3,11.4,14.1,324
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,Automatic,REGULAR GASOLINE,14.2,10.6,12.6,290
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,Automatic,ETHANOL,20.0,15.1,17.8,285
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,14.9,10.6,13.0,299
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,Automatic,ETHANOL,19.9,14.2,17.3,277
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A6,Automatic,PREMIUM GASOLINE,16.4,11.7,14.3,329
CHEVROLET,SONIC,COMPACT,1.4,4,AS6,Automatic,REGULAR GASOLINE,9.1,6.7,8.0,184
CHEVROLET,SONIC,COMPACT,1.4,4,M6,Manual,REGULAR GASOLINE,8.5,6.2,7.5,173
CHEVROLET,SONIC,COMPACT,1.8,4,AS6,Automatic,REGULAR GASOLINE,9.6,6.6,8.3,191
CHEVROLET,SONIC,COMPACT,1.8,4,M5,Manual,REGULAR GASOLINE,8.9,6.7,7.9,182
CHEVROLET,SONIC RS,COMPACT,1.4,4,AS6,Automatic,REGULAR GASOLINE,9.4,7.0,8.3,191
CHEVROLET,SONIC RS,COMPACT,1.4,4,M6,Manual,REGULAR GASOLINE,8.8,7.0,8.0,184
CHEVROLET,SONIC 5,MID-SIZE,1.4,4,AS6,Automatic,REGULAR GASOLINE,9.1,6.7,8.0,184
CHEVROLET,SONIC 5,MID-SIZE,1.4,4,M6,Manual,REGULAR GASOLINE,8.5,6.2,7.5,172
CHEVROLET,SONIC 5,MID-SIZE,1.8,4,AS6,Automatic,REGULAR GASOLINE,9.6,6.6,8.3,191
CHEVROLET,SONIC 5,MID-SIZE,1.8,4,M5,Manual,REGULAR GASOLINE,8.9,6.7,7.9,182
CHEVROLET,SONIC 5 RS,MID-SIZE,1.4,4,AS6,Automatic,REGULAR GASOLINE,9.4,7.0,8.3,191
CHEVROLET,SONIC 5 RS,MID-SIZE,1.4,4,M6,Manual,REGULAR GASOLINE,8.8,7.0,8.0,184
CHEVROLET,SPARK,SUBCOMPACT,1.2,4,AV,Automatic,REGULAR GASOLINE,7.7,6.0,6.9,159
CHEVROLET,SPARK,SUBCOMPACT,1.2,4,M5,Manual,REGULAR GASOLINE,7.6,6.0,6.9,159
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,16.0,11.1,13.8,317
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,Automatic,ETHANOL,21.5,14.6,18.4,294
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,16.0,11.1,13.8,317
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,Automatic,ETHANOL,21.5,14.6,18.4,294
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,16.0,11.1,13.8,317
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,Automatic,ETHANOL,21.5,14.6,18.4,294
CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,16.0,11.1,13.8,317
CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,Automatic,ETHANOL,21.5,14.6,18.4,294
CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,A6,Automatic,REGULAR GASOLINE,14.3,9.9,12.3,283
CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,A6,Automatic,REGULAR GASOLINE,14.6,10.2,12.6,290
CHEVROLET,TRAX,SUV - SMALL,1.4,4,AS6,Automatic,REGULAR GASOLINE,9.4,7.1,8.4,193
CHEVROLET,TRAX,SUV - SMALL,1.4,4,M6,Manual,REGULAR GASOLINE,9.1,6.8,8.1,186
CHEVROLET,TRAX AWD,SUV - SMALL,1.4,4,AS6,Automatic,REGULAR GASOLINE,10.0,7.8,9.0,207
CHRYSLER,300,FULL-SIZE,3.6,6,A8,Automatic,REGULAR GASOLINE,12.4,7.7,10.3,237
CHRYSLER,200 CONVERTIBLE,COMPACT,2.4,4,A4,Automatic,REGULAR GASOLINE,11.7,8.2,10.1,232
CHRYSLER,200 CONVERTIBLE,COMPACT,2.4,4,A6,Automatic,REGULAR GASOLINE,12.9,8.1,10.7,246
CHRYSLER,200 CONVERTIBLE FFV,COMPACT,3.6,6,A6,Automatic,REGULAR GASOLINE,12.5,8.1,10.5,242
CHRYSLER,200 CONVERTIBLE FFV,COMPACT,3.6,6,A6,Automatic,ETHANOL,17.0,11.2,14.4,230
CHRYSLER,200 SEDAN,MID-SIZE,2.4,4,A4,Automatic,REGULAR GASOLINE,11.2,8.0,9.8,225
CHRYSLER,200 SEDAN,MID-SIZE,2.4,4,A6,Automatic,REGULAR GASOLINE,12.0,7.6,10.0,230
CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6,A6,Automatic,REGULAR GASOLINE,12.5,8.1,10.5,242
CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6,A6,Automatic,ETHANOL,17.0,11.2,14.4,230
CHRYSLER,300 (MDS),FULL-SIZE,5.7,8,A5,Automatic,REGULAR GASOLINE,15.8,9.2,12.8,294
CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A8,Automatic,REGULAR GASOLINE,12.8,8.6,10.9,251
CHRYSLER,300 AWD (MDS),FULL-SIZE,5.7,8,A5,Automatic,REGULAR GASOLINE,16.1,10.0,13.4,308
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,Automatic,REGULAR GASOLINE,12.8,8.6,10.9,251
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,Automatic,ETHANOL,17.3,11.7,14.8,237
CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,Automatic,REGULAR GASOLINE,12.4,7.7,10.3,237
CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,Automatic,ETHANOL,16.8,10.3,13.9,222
CHRYSLER,300 SRT (MDS),FULL-SIZE,6.4,8,A5,Automatic,PREMIUM GASOLINE,16.7,10.3,13.8,317
CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,Automatic,REGULAR GASOLINE,14.1,9.5,12.0,276
CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,Automatic,ETHANOL,19.7,13.3,16.8,269
DODGE,AVENGER,MID-SIZE,2.4,4,A4,Automatic,REGULAR GASOLINE,11.2,8.0,9.8,225
DODGE,AVENGER,MID-SIZE,2.4,4,A6,Automatic,REGULAR GASOLINE,12.0,7.6,10.0,230
DODGE,AVENGER FFV,MID-SIZE,3.6,6,A6,Automatic,REGULAR GASOLINE,12.5,8.1,10.5,242
DODGE,AVENGER FFV,MID-SIZE,3.6,6,A6,Automatic,ETHANOL,17.0,11.2,14.4,230
DODGE,CHALLENGER,MID-SIZE,3.6,6,A5,Automatic,REGULAR GASOLINE,13.2,8.7,11.2,258
DODGE,CHALLENGER,MID-SIZE,5.7,8,M6,Manual,REGULAR GASOLINE,15.6,10.0,13.1,301
DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A5,Automatic,REGULAR GASOLINE,15.8,9.2,12.8,294
DODGE,CHALLENGER SRT,MID-SIZE,6.4,8,M6,Manual,PREMIUM GASOLINE,16.8,10.4,13.9,320
DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,A5,Automatic,PREMIUM GASOLINE,16.7,10.3,13.8,317
DODGE,CHARGER,FULL-SIZE,3.6,6,A5,Automatic,REGULAR GASOLINE,13.2,8.7,11.2,258
DODGE,CHARGER,FULL-SIZE,3.6,6,A8,Automatic,REGULAR GASOLINE,12.4,7.7,10.3,237
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,Automatic,REGULAR GASOLINE,15.8,9.2,12.8,294
DODGE,CHARGER AWD,FULL-SIZE,3.6,6,A8,Automatic,REGULAR GASOLINE,12.8,8.6,10.9,251
DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8,A5,Automatic,REGULAR GASOLINE,16.1,10.0,13.4,308
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,Automatic,REGULAR GASOLINE,12.8,8.6,10.9,251
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,Automatic,ETHANOL,17.3,11.7,14.8,237
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,Automatic,REGULAR GASOLINE,13.2,8.7,11.2,258
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,Automatic,ETHANOL,18.3,12.6,15.7,251
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,Automatic,REGULAR GASOLINE,12.3,7.6,10.2,235
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,Automatic,ETHANOL,16.8,10.3,13.9,222
DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8,A5,Automatic,PREMIUM GASOLINE,16.7,10.3,13.8,317
DODGE,DART,MID-SIZE,2.0,4,M6,Manual,REGULAR GASOLINE,9.4,6.5,8.1,186
DODGE,DART,MID-SIZE,2.4,4,A6,Automatic,REGULAR GASOLINE,10.1,6.8,8.6,198
DODGE,DART,MID-SIZE,2.4,4,M6,Manual,REGULAR GASOLINE,10.5,6.7,8.8,202
DODGE,DART FFV,MID-SIZE,2.0,4,A6,Automatic,REGULAR GASOLINE,9.9,7.0,8.6,198
DODGE,DART FFV,MID-SIZE,2.0,4,A6,Automatic,ETHANOL,14.2,9.8,12.2,195
DODGE,DART GT,MID-SIZE,2.4,4,A6,Automatic,REGULAR GASOLINE,10.6,7.5,9.2,212
DODGE,DART GT,MID-SIZE,2.4,4,M6,Manual,REGULAR GASOLINE,10.2,7.0,8.8,202
DODGE,DART TURBO AERO,MID-SIZE,1.4,4,AM6,Automatic,REGULAR GASOLINE,8.4,5.9,7.3,168
DODGE,DART TURBO AERO,MID-SIZE,1.4,4,M6,Manual,REGULAR GASOLINE,8.5,5.8,7.3,168
DODGE,DURANGO AWD (MDS),SUV - STANDARD,5.7,8,A8,Automatic,REGULAR GASOLINE,17.3,10.8,14.4,331
DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,Automatic,REGULAR GASOLINE,13.9,9.8,12.1,278
DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,Automatic,ETHANOL,17.7,13.0,15.6,250
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,Automatic,REGULAR GASOLINE,13.7,9.4,11.8,271
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,Automatic,ETHANOL,19.2,13.1,16.5,264
DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,Automatic,REGULAR GASOLINE,12.7,9.1,11.1,255
DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,Automatic,REGULAR GASOLINE,14.5,9.9,12.4,285
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,Automatic,REGULAR GASOLINE,14.2,9.4,12.0,276
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,Automatic,ETHANOL,18.9,12.9,16.2,259
FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,M5,Manual,REGULAR GASOLINE,8.5,6.9,7.8,179
FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,M5,Manual,REGULAR GASOLINE,8.5,6.9,7.8,179
FIAT,500 CABRIO,MINICOMPACT,1.4,4,A6,Automatic,REGULAR GASOLINE,8.7,6.9,7.9,182
FIAT,500 CABRIO,MINICOMPACT,1.4,4,M5,Manual,REGULAR GASOLINE,7.9,6.3,7.2,166
FIAT,500 CABRIO TURBO,MINICOMPACT,1.4,4,M5,Manual,REGULAR GASOLINE,8.5,6.9,7.8,179
FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,A6,Automatic,REGULAR GASOLINE,8.7,6.9,7.9,182
FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,M5,Manual,REGULAR GASOLINE,7.6,5.9,6.8,156
FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,M5,Manual,REGULAR GASOLINE,8.5,6.9,7.8,179
FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4,AM6,Automatic,REGULAR GASOLINE,10.0,7.2,8.7,200
FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4,M6,Manual,REGULAR GASOLINE,9.3,7.2,8.4,193
FORD,C-MAX HYBRID,FULL-SIZE,2.0,4,AV,Automatic,REGULAR GASOLINE,5.6,6.4,6.0,138
FORD,E150 VAN FFV,VAN - CARGO,4.6,8,A4,Automatic,REGULAR GASOLINE,17.7,14.4,16.2,373
FORD,E150 VAN FFV,VAN - CARGO,4.6,8,A4,Automatic,ETHANOL,24.1,19.2,21.9,350
FORD,E150 VAN FFV,VAN - CARGO,5.4,8,A4,Automatic,REGULAR GASOLINE,19.3,14.7,17.2,396
FORD,E150 VAN FFV,VAN - CARGO,5.4,8,A4,Automatic,ETHANOL,24.9,19.6,22.5,360
FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8,A4,Automatic,REGULAR GASOLINE,18.6,14.6,16.8,386
FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8,A4,Automatic,ETHANOL,25.5,20.0,23.0,368
FORD,E350 WAGON,VAN - PASSENGER,6.8,10,A5,Automatic,REGULAR GASOLINE,23.9,17.8,21.2,488
FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8,A4,Automatic,REGULAR GASOLINE,20.6,15.5,18.3,421
FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8,A4,Automatic,ETHANOL,26.7,20.5,23.9,382
FORD,EDGE,SUV - SMALL,2.0,4,A6,Automatic,REGULAR GASOLINE,11.3,7.9,9.8,225
FORD,EDGE,SUV - SMALL,3.5,6,AS6,Automatic,REGULAR GASOLINE,12.6,8.7,10.8,248
FORD,EDGE AWD,SUV - SMALL,3.5,6,AS6,Automatic,REGULAR GASOLINE,13.3,9.3,11.5,264
FORD,EDGE AWD,SUV - SMALL,3.7,6,AS6,Automatic,REGULAR GASOLINE,13.7,10.4,12.2,281
FORD,ESCAPE,SUV - SMALL,1.6,4,AS6,Automatic,REGULAR GASOLINE,10.4,7.4,9.1,209
FORD,ESCAPE,SUV - SMALL,2.0,4,AS6,Automatic,REGULAR GASOLINE,10.9,8.0,9.6,221
FORD,ESCAPE,SUV - SMALL,2.5,4,AS6,Automatic,REGULAR GASOLINE,10.9,7.5,9.4,216
FORD,ESCAPE AWD,SUV - SMALL,1.6,4,AS6,Automatic,REGULAR GASOLINE,10.5,7.9,9.3,214
FORD,ESCAPE AWD,SUV - SMALL,2.0,4,AS6,Automatic,REGULAR GASOLINE,11.2,8.5,10.0,230
FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,A6,Automatic,REGULAR GASOLINE,18.2,13.3,16.0,368
FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,A6,Automatic,ETHANOL,24.5,18.0,21.6,346
FORD,EXPLORER,SUV - STANDARD,2.0,4,A6,Automatic,REGULAR GASOLINE,11.8,8.3,10.2,235
FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,Automatic,REGULAR GASOLINE,14.8,10.7,13.0,299
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,Automatic,REGULAR GASOLINE,13.7,9.7,11.9,274
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,Automatic,ETHANOL,18.3,12.9,15.9,254
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,Automatic,REGULAR GASOLINE,14.3,10.3,12.5,288
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,Automatic,ETHANOL,18.9,13.9,16.7,267
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,A6,Automatic,REGULAR GASOLINE,14.5,10.6,12.7,292
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS6,Automatic,REGULAR GASOLINE,14.6,10.6,12.8,294
FORD,F-150,PICKUP TRUCK - STANDARD,6.2,8,AS6,Automatic,REGULAR GASOLINE,18.3,12.9,15.9,366
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,Automatic,REGULAR GASOLINE,15.9,11.3,13.8,317
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS6,Automatic,REGULAR GASOLINE,15.4,11.0,13.4,308
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,6.2,8,AS6,Automatic,REGULAR GASOLINE,20.1,14.4,17.5,402
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,A6,Automatic,REGULAR GASOLINE,14.0,10.3,12.3,283
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,A6,Automatic,ETHANOL,18.8,13.7,16.5,264
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,AS6,Automatic,REGULAR GASOLINE,14.0,10.3,12.3,283
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,AS6,Automatic,ETHANOL,18.8,13.7,16.5,264
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,A6,Automatic,REGULAR GASOLINE,16.4,12.3,14.6,336
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,A6,Automatic,ETHANOL,22.1,16.7,19.7,315
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,Automatic,REGULAR GASOLINE,16.4,12.3,14.6,336
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,Automatic,ETHANOL,22.1,16.7,19.7,315
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,A6,Automatic,REGULAR GASOLINE,15.0,11.4,13.4,308
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,A6,Automatic,ETHANOL,20.2,15.3,18.0,288
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,AS6,Automatic,REGULAR GASOLINE,15.0,11.4,13.4,308
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,AS6,Automatic,ETHANOL,20.2,15.3,18.0,288
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,A6,Automatic,REGULAR GASOLINE,16.8,12.6,14.9,343
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,A6,Automatic,ETHANOL,22.4,17.0,20.0,320
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,Automatic,REGULAR GASOLINE,16.7,12.5,14.8,340
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,Automatic,ETHANOL,22.4,16.9,19.9,318
FORD,F-150 RAPTOR 4X4,PICKUP TRUCK - STANDARD,6.2,8,AS6,Automatic,REGULAR GASOLINE,20.4,15.0,18.0,414
FORD,FIESTA,SUBCOMPACT,1.6,4,AS6,Automatic,REGULAR GASOLINE,8.5,6.5,7.6,175
FORD,FIESTA,SUBCOMPACT,1.6,4,M5,Manual,REGULAR GASOLINE,8.6,6.4,7.6,175
FORD,FIESTA SFE,SUBCOMPACT,1.0,4,M5,Manual,REGULAR GASOLINE,7.5,5.5,6.6,152
FORD,FIESTA SFE,SUBCOMPACT,1.6,4,AS6,Automatic,REGULAR GASOLINE,8.0,5.8,7.0,161
FORD,FIESTA ST,COMPACT,1.6,4,M6,Manual,REGULAR GASOLINE,8.9,6.8,8.0,184
FORD,FLEX,SUV - STANDARD,3.5,6,AS6,Automatic,REGULAR GASOLINE,13.2,9.4,11.5,264
FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,Automatic,REGULAR GASOLINE,13.7,10.2,12.1,278
FORD,FLEX AWD (ECOBOOST),SUV - STANDARD,3.5,6,AS6,Automatic,REGULAR GASOLINE,14.8,10.4,12.8,294
FORD,FOCUS,COMPACT,2.0,4,M6,Manual,REGULAR GASOLINE,10.2,7.4,8.9,205
FORD,FOCUS FFV,COMPACT,2.0,4,A6,Automatic,REGULAR GASOLINE,8.8,6.4,7.7,177
FORD,FOCUS FFV,COMPACT,2.0,4,A6,Automatic,ETHANOL,11.7,8.5,10.3,165
FORD,FOCUS FFV,COMPACT,2.0,4,AS6,Automatic,REGULAR GASOLINE,8.9,6.4,7.8,179
FORD,FOCUS FFV,COMPACT,2.0,4,AS6,Automatic,ETHANOL,11.7,8.5,10.3,165
FORD,FOCUS FFV,COMPACT,2.0,4,M5,Manual,REGULAR GASOLINE,9.1,6.6,8.0,184
FORD,FOCUS FFV,COMPACT,2.0,4,M5,Manual,ETHANOL,11.9,8.9,10.6,170
FORD,FOCUS SFE FFV,COMPACT,2.0,4,A6,Automatic,REGULAR GASOLINE,8.4,5.8,7.2,166
FORD,FOCUS SFE FFV,COMPACT,2.0,4,A6,Automatic,ETHANOL,11.6,8.3,10.1,162
FORD,FUSION,MID-SIZE,1.5,4,AS6,Automatic,REGULAR GASOLINE,10.1,6.6,8.5,196
FORD,FUSION,MID-SIZE,1.6,4,M6,Manual,REGULAR GASOLINE,9.4,6.4,8.1,186
FORD,FUSION,MID-SIZE,2.0,4,AS6,Automatic,REGULAR GASOLINE,10.5,7.1,9.0,207
FORD,FUSION,MID-SIZE,2.5,4,AS6,Automatic,REGULAR GASOLINE,10.5,7.0,8.9,205
FORD,FUSION (START/STOP),MID-SIZE,1.5,4,AS6,Automatic,REGULAR GASOLINE,9.5,6.3,8.1,186
FORD,FUSION AWD,MID-SIZE,2.0,4,AS6,Automatic,REGULAR GASOLINE,10.9,7.5,9.4,216
FORD,FUSION HYBRID,MID-SIZE,2.0,4,AV,Automatic,REGULAR GASOLINE,5.3,5.7,5.5,126
FORD,MUSTANG,SUBCOMPACT,3.7,6,A6,Automatic,REGULAR GASOLINE,12.1,7.8,10.2,235
FORD,MUSTANG,SUBCOMPACT,3.7,6,M6,Manual,REGULAR GASOLINE,12.7,8.1,10.6,244
FORD,MUSTANG,SUBCOMPACT,5.0,8,A6,Automatic,REGULAR GASOLINE,13.3,9.3,11.5,264
FORD,MUSTANG,SUBCOMPACT,5.0,8,M6,Manual,REGULAR GASOLINE,15.4,9.4,12.7,292
FORD,MUSTANG,SUBCOMPACT,5.8,8,M6,Manual,PREMIUM GASOLINE,15.9,9.9,13.2,304
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,3.7,6,A6,Automatic,REGULAR GASOLINE,12.5,8.2,10.6,244
FORD,TAURUS,FULL-SIZE,2.0,4,AS6,Automatic,REGULAR GASOLINE,10.5,7.3,9.1,209
FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,Automatic,REGULAR GASOLINE,13.7,9.4,11.8,271
FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,Automatic,REGULAR GASOLINE,12.1,8.1,10.3,237
FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,Automatic,ETHANOL,17.0,11.1,14.3,229
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,Automatic,REGULAR GASOLINE,13.0,9.1,11.2,258
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,Automatic,ETHANOL,18.4,12.5,15.7,251
FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,Automatic,REGULAR GASOLINE,10.8,8.0,9.5,218
FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,Automatic,REGULAR GASOLINE,11.3,8.2,9.9,228
FORD,TRANSIT CONNECT TAXI,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,Automatic,REGULAR GASOLINE,11.5,8.3,10.1,232
